demo_symptom_presentation,count,accuracy,top_k_accuracy,num_diagnoses_considered,num_dialogue_turns,confidence_rating,confidence_calibration,diff_from_baseline,demographic_parity
Unknown,214,0.3177570093457944,0.32242990654205606,3.911214953271028,32.0,0.8616822429906542,0.6233644859813084,0.0,0.0
